CVE, V3 Score, V3 Vector, V2 Score, V2 Vector
CVE-2019-7287,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-7483,7.5 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:P/I:N/A:N)
CVE-2018-8405,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-5410,7.5 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:P/I:N/A:N)
CVE-2020-0796,10.0 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2021-27085,7.5 HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,7.6 HIGH,(AV:N/AC:H/Au:N/C:C/I:C/A:C)
CVE-2021-37973,9.6 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2021-21166,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2020-1938,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2015-0071,N/A,N/A,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:N/A:N)
CVE-2014-4404,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-0211,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2016-7262,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2020-10148,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-8468,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.5 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:P/A:P)
CVE-2021-31199,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,4.6 MEDIUM,(AV:L/AC:L/Au:N/C:P/I:P/A:P)
CVE-2021-28550,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2016-4656,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2021-1870,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2014-8439,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2017-6316,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-4428,9.1 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
CVE-2015-3043,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2010-1297,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2010-2861,N/A,N/A,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2019-11580,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-0683,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2019-1405,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-8653,7.5 HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,7.6 HIGH,(AV:N/AC:H/Au:N/C:C/I:C/A:C)
CVE-2017-6743,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
CVE-2021-22899,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.5 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:P/A:P)
CVE-2021-21315,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,4.6 MEDIUM,(AV:L/AC:L/Au:N/C:P/I:P/A:P)
CVE-2014-4123,N/A,N/A,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2016-8562,5.3 MEDIUM,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,3.5 LOW,(AV:N/AC:M/Au:S/C:N/I:N/A:P)
CVE-2021-30663,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2021-36260,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2018-0172,8.6 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,7.8 HIGH,(AV:N/AC:L/Au:N/C:N/I:N/A:C)
CVE-2021-1782,7.0 HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,6.9 MEDIUM,(AV:L/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-0193,7.2 HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
CVE-2015-5123,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2013-2423,N/A,N/A,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:N/I:P/A:N)
CVE-2010-4398,N/A,N/A,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2008-3431,N/A,N/A,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2016-3088,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2017-0210,4.3 MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:N/I:P/A:N)
CVE-2014-4077,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2004-0210,N/A,N/A,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-0802,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2012-2539,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2015-2051,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2012-0518,N/A,N/A,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:N/I:P/A:N)
CVE-2018-4878,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-1027,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2009-3960,N/A,N/A,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:N/A:N)
CVE-2018-8589,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2015-2425,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2020-8644,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2021-21193,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2021-21975,7.5 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:P/I:N/A:N)
CVE-2014-4148,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2021-44077,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2012-5076,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2015-3035,N/A,N/A,7.8 HIGH,(AV:N/AC:L/Au:N/C:C/I:N/A:N)
CVE-2018-0147,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2016-0099,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-4990,8.8 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2014-3153,N/A,N/A,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2022-20701,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-15982,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-0180,5.9 MEDIUM,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,7.1 HIGH,(AV:N/AC:M/Au:N/C:N/I:N/A:C)
CVE-2019-1215,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-23874,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,4.6 MEDIUM,(AV:L/AC:L/Au:N/C:P/I:P/A:P)
CVE-2019-16057,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-8196,4.3 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,4.0 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:N/A:N)
CVE-2013-0422,N/A,N/A,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2013-3660,N/A,N/A,6.9 MEDIUM,(AV:L/AC:M/Au:N/C:C/I:C/A:C)
CVE-2018-8453,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2010-2572,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2020-15505,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2017-0261,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2015-1130,N/A,N/A,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-27103,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2021-21224,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2016-0034,8.8 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-5786,6.5 MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:N/I:N/A:P)
CVE-2019-16256,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2015-2424,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2020-9907,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2017-12235,7.5 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.8 HIGH,(AV:N/AC:L/Au:N/C:N/I:N/A:C)
CVE-2020-16846,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2013-3896,N/A,N/A,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:N/A:N)
CVE-2020-3118,8.8 HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.3 HIGH,(AV:A/AC:L/Au:N/C:C/I:C/A:C)
CVE-2018-0173,8.6 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,7.8 HIGH,(AV:N/AC:L/Au:N/C:N/I:N/A:C)
CVE-2021-35394,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-4430,4.3 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,4.0 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:N/A:N)
CVE-2020-8657,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:P/I:N/A:N)
CVE-2020-7247,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2016-0167,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-21148,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2006-2492,N/A,N/A,7.6 HIGH,(AV:N/AC:H/Au:N/C:C/I:C/A:C)
CVE-2018-20062,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-17530,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2022-26143,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:C)
CVE-2010-0738,N/A,N/A,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:P/I:N/A:N)
CVE-2019-11510,10.0 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-0878,7.5 HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,5.1 MEDIUM,(AV:N/AC:H/Au:N/C:P/I:P/A:P)
CVE-2018-8414,8.8 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-1652,7.2 HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
CVE-2017-6862,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2019-5825,6.5 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:N/I:N/A:P)
CVE-2014-0322,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2019-19356,7.5 HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,8.5 HIGH,(AV:N/AC:M/Au:S/C:C/I:C/A:C)
CVE-2021-37976,6.5 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,4.3 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:N/A:N)
CVE-2014-6332,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2018-0158,8.6 HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,7.8 HIGH,(AV:N/AC:L/Au:N/C:N/I:N/A:C)
CVE-2020-11652,6.5 MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,4.0 MEDIUM,(AV:N/AC:L/Au:S/C:P/I:N/A:N)
CVE-2015-1427,N/A,N/A,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2015-2545,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2018-11138,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2020-6819,8.1 HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2012-2034,N/A,N/A,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2020-0688,8.8 HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,9.0 HIGH,(AV:N/AC:L/Au:S/C:C/I:C/A:C)
CVE-2021-3156,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2 HIGH,(AV:L/AC:L/Au:N/C:C/I:C/A:C)
CVE-2022-20699,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-43890,7.1 HIGH,N/A,6.0 MEDIUM,(AV:N/AC:M/Au:S/C:P/I:P/A:P)
CVE-2022-21999,7.8 HIGH,N/A,4.6 MEDIUM,(AV:L/AC:L/Au:N/C:P/I:P/A:P)
CVE-2021-40870,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2015-1187,9.8 CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-22941,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2019-15752,7.8 HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,9.3 HIGH,(AV:N/AC:M/Au:N/C:C/I:C/A:C)
CVE-2014-0780,N/A,N/A,7.5 HIGH,(AV:N/AC:L/Au:N/C:P/I:P/A:P)
CVE-2020-10987,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,10.0 HIGH,(AV:N/AC:L/Au:N/C:C/I:C/A:C)
CVE-2021-22204,7.8 HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.8 MEDIUM,(AV:N/AC:M/Au:N/C:P/I:P/A:P)
CVE-2018-13379,9.8 CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,5.0 MEDIUM,(AV:N/AC:L/Au:N/C:P/I:N/A:N)
